Mes;Clasificación;Stock_Actual;Proy_Mensual
dic-25;POLICOTE;86.16;11.66015559
dic-25;Spark;2.66;0.0
dic-25;Varios;0.22;0.0
dic-25;YA ESTA;70.36;14.50563876
ene-26;BAYER-23;37.67412912;7.22
ene-26;BAYER-25;9.5504381;0.0
ene-26;BAYER-29;1.98243808;0.0
ene-26;BIMBO;19.26979974;11.44910236
ene-26;Bond;2.800506283;3.70170108
ene-26;C10-25H;0.593350033;0.0
ene-26;C10-30H;0.0;0.0
ene-26;C12-23.5;0.009275291;0.109320265
ene-26;C12-25;105.8697856;36.0209386
ene-26;C12-25.75;18.91560019;0.0
ene-26;C12-25H;3.172230479;0.0
ene-26;C12-27;0.0;0.0
ene-26;C12-29;0.0;0.0
ene-26;C12-30;0.0;0.20672163
ene-26;C12-30H;0.0;0.0
ene-26;C12-31;1.90143162;0.0
ene-26;C12-35.3;0.4149936;0.0
ene-26;C13.6-25;120.152922;0.0
ene-26;C13.6-30;36.34912593;0.0
ene-26;C14-22;48.842096;0.0
ene-26;C14-24;0.0;0.0
ene-26;C14-25;26.35204415;24.89946071
ene-26;C14-25.5;11.76383488;0.0
ene-26;C14-25H;0.0073533;0.0
ene-26;C14-26;0.0;0.0
ene-26;C14-29;53.62834838;3.575663342
ene-26;C14-30;0.0;0.0
ene-26;C14-30H;1.086501053;0.0
ene-26;C14-37;0.0;0.0
ene-26;C16.3-25;113.6996869;0.0
ene-26;C16.3-27;48.8835141;17.69197806
ene-26;C16.3-28.5;22.74111943;0.0
ene-26;C16.3-29;22.948572;0.0
ene-26;C16.3-35.5;8.94711921;0.0
ene-26;C16-22;0.43469595;0.0
ene-26;C16-25;69.31730612;87.88613272
ene-26;C16-25H;0.444813373;0.0
ene-26;C16-27;14.5884787;0.0
ene-26;C16-29;66.18947753;0.125141081
ene-26;C16-30;0.0;0.0
ene-26;C16-30H;0.02709672;0.0
ene-26;C16-35.5;0.4347189;1.155445618
ene-26;C16-36;0.0;0.0
ene-26;C16-39;0.592758648;0.0
ene-26;C18-23;48.50998628;0.0
ene-26;C18-25;12.92802691;58.01999529
ene-26;C18-25-COSC;35.677221;7.681554289
ene-26;C18-25H;0.0;0.0
ene-26;C18-29;0.50002736;1.905165035
ene-26;C18-29-COSC;30.54146165;0.0
ene-26;C18-30;0.0;0.0
ene-26;C18-34;0.0;0.0
ene-26;C19-24;16.82704178;0.0
ene-26;C19-25;27.9934924;6.203578112
ene-26;C19-29;0.0;2.535448558
ene-26;C19-34;0.21167664;0.0
ene-26;C19-35;0.0;0.0
ene-26;C20-25;10.25452808;8.400436066
ene-26;C20-29;8.501634635;0.0
ene-26;C20-30;0.343741248;0.0
ene-26;C21;0.0624078;0.0
ene-26;C22-25;1.98467199;2.703999863
ene-26;C22-30;0.0;0.0
ene-26;C22-34;0.0;0.0
ene-26;C24-23;0.552902;0.0
ene-26;C8-25H;0.014008037;0.0
ene-26;CMPC GC1;1.64574855;0.0
ene-26;CMPC RC;44.36810892;0.0
ene-26;COLGATE;6.988426921;0.0
ene-26;COLGATE-100;12.33366243;7.005862938
ene-26;COLGATE-125;10.13415752;4.961532783
ene-26;COLGATE-150;72.6102485;12.03699802
ene-26;COLGATE-22;30.46376521;15.72895307
ene-26;COLGATE-50;44.74147102;12.29225224
ene-26;COLGATE-75;100.5913524;49.43900257
ene-26;Couche;4.370564264;9.3340936
ene-26;FOSFORERA;50.26266643;24.19454752
ene-26;GILDAN;19.78411982;0.0
ene-26;HONDURAS FOS;71.81475032;16.3596447
ene-26;indigo;0.006131601;0.071981508
ene-26;Kraft;0.0;0.0
ene-26;OLMECA;86.43138388;33.23260404
ene-26;Papesp;0.122555;0.0
ene-26;POLICOTE;47.35129208;13.5519156
ene-26;Spark;0.211547964;0.0
ene-26;Varios;0.215668116;0.0
ene-26;YA ESTA;59.86100066;14.49346127
feb-26;BAY-C16-23;37.55819463;7.0
feb-26;BAY-C16-25;9.5504381;0.0
feb-26;BAY-C16-29;1.80824896;3.0
feb-26;BAYER-23;0.0;0.0
feb-26;BAYER-25;0.0;0.0
