#;Número de artículo;Descripción;Fecha de contabilización;Documento;Cantidad;Cantidad.1;Unidad de meINGRESOSda;Tonelada;Clasificación;Procedencia
PAPEL;100600018;Papel Bond 60 gramos -- 21 x 30;5/01/2026;INGRESOS;25500.0;25500.0;PLIEGOS;0.62140338;Bond;LOCAL
PAPEL;100600018;Papel Bond 60 gramos -- 21 x 30;22/01/2026;INGRESOS;103000.0;103000.0;PLIEGOS;2.50998228;Bond;LOCAL
PAPEL;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;13/01/2026;INGRESOS;40750.0;40750.0;PLIEGOS;2.128580325;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;14/01/2026;INGRESOS;3250.0;3250.0;PLIEGOS;0.169764075;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;16/01/2026;INGRESOS;10000.0;10000.0;PLIEGOS;0.522351;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;22/01/2026;INGRESOS;11750.0;11750.0;PLIEGOS;0.613762425;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;27/01/2026;INGRESOS;1000.0;1000.0;PLIEGOS;0.0522351;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;28/01/2026;INGRESOS;1750.0;1750.0;PLIEGOS;0.091411425;Couche;LOCAL
PAPEL;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;5/01/2026;INGRESOS;2500.0;2500.0;PLIEGOS;0.137874375;Couche;LOCAL
PAPEL;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;22/01/2026;INGRESOS;1000.0;1000.0;PLIEGOS;0.05514975;Couche;LOCAL
PAPEL;100600023;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 38;28/01/2026;INGRESOS;11000.0;11000.0;PLIEGOS;0.60664725;Couche;LOCAL
PAPEL;100600026;Papel Couche Brillante B-70 -- 105 gramos  25 x 36;15/01/2026;INGRESOS;20000.0;20000.0;PLIEGOS;1.218819;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;13/01/2026;INGRESOS;1000.0;1000.0;PLIEGOS;0.06674485;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;13/01/2026;INGRESOS;2000.0;2000.0;PLIEGOS;0.1334897;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;14/01/2026;INGRESOS;3500.0;3500.0;PLIEGOS;0.233606975;Couche;LOCAL
PAPEL;100600029;Papel Couche Brillante B-80 -- 115 gramos  25 x 36;28/01/2026;INGRESOS;2000.0;2000.0;PLIEGOS;0.1334897;Couche;LOCAL
PAPEL;100600030;Papel Couche Brillante B-80 -- 115 gramos  25 x 38;27/01/2026;INGRESOS;8000.0;8000.0;PLIEGOS;0.563753;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;5/01/2026;INGRESOS;500.0;500.0;PLIEGOS;0.0406273;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;13/01/2026;INGRESOS;5000.0;5000.0;PLIEGOS;0.406273;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;15/01/2026;INGRESOS;10000.0;10000.0;PLIEGOS;0.812546;Couche;LOCAL
PAPEL;100600032;Papel Couche Brillante B-100 -- 140 gramos  25 x 36;27/01/2026;INGRESOS;13500.0;13500.0;PLIEGOS;1.0969371;Couche;LOCAL
PAPEL;100600033;Papel Couche Brillante B-100 -- 140 gramos  25 x 38;16/01/2026;INGRESOS;7250.0;7250.0;PLIEGOS;0.621966625;Couche;LOCAL
PAPEL;100600034;Papel Couche Brillante B-100 -- 140 gramos  30 x 40;13/01/2026;INGRESOS;2500.0;2500.0;PLIEGOS;0.2709672;Couche;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;5/01/2026;INGRESOS;4000.0;4000.0;PLIEGOS;0.191225424;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;5/01/2026;INGRESOS;9000.0;9000.0;PLIEGOS;0.430257204;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;5/01/2026;INGRESOS;2500.0;2500.0;PLIEGOS;0.11951589;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;22/01/2026;INGRESOS;7000.0;7000.0;PLIEGOS;0.334644492;Bond;LOCAL
PAPEL;100600043;Papel Bond 75 gramos -- 26 x 38;27/01/2026;INGRESOS;7000.0;7000.0;PLIEGOS;0.334644492;Bond;LOCAL
PAPEL;100600045;Papel Couche Brillante B-80 -- 115 gramos  30 x 40;5/01/2026;INGRESOS;3500.0;3500.0;PLIEGOS;0.31161228;Couche;LOCAL
PAPEL;100600045;Papel Couche Brillante B-80 -- 115 gramos  30 x 40;13/01/2026;INGRESOS;750.0;750.0;PLIEGOS;0.06677406;Couche;LOCAL
PAPEL;100600045;Papel Couche Brillante B-80 -- 115 gramos  30 x 40;20/01/2026;INGRESOS;4000.0;4000.0;PLIEGOS;0.35612832;Couche;LOCAL
PAPEL;100600045;Papel Couche Brillante B-80 -- 115 gramos  30 x 40;28/01/2026;INGRESOS;5000.0;5000.0;PLIEGOS;0.4451604;Couche;LOCAL
PAPEL;100600102;Rollo Cartulina BRIGHT --  C - 16 245 g ancho 25;7/01/2026;INGRESOS;0.0;0.0;METROS;0.0;BAYER-25;IMPORTACION
PAPEL;100600135;Rollo Cartulina BRIGHT     C - 16 245 g ancho 23;7/01/2026;INGRESOS;0.0;0.0;METROS;0.0;BAYER-23;IMPORTACION
CARTULINA;100300001;Cartulina Husky -- C-8 200 gramos 25 x 36;16/01/2026;CONSUMOS;-1100.0;1100.0;hoja(s);0.1276858;C8-25H;LOCAL
CARTULINA;100300001;Cartulina Husky -- C-8 200 gramos 25 x 36;16/01/2026;CONSUMOS;-1500.0;1500.0;hoja(s);0.174117;C8-25H;LOCAL
CARTULINA;100300005;Cartulina Husky -- C-10 230 gramos 25 x 38;28/01/2026;CONSUMOS;-26000.0;26000.0;hoja(s);3.6643945;C10-25H;LOCAL
CARTULINA;100300007;Cartulina Husky -- C-12 270 gramos 25 x 41.5 (29-89);28/01/2026;CONSUMOS;-3285.0;3285.0;hoja(s);0.593626766;C12-25H;LOCAL
CARTULINA;100300007;Cartulina Husky -- C-12 270 gramos 25 x 41.5 (29-89);29/01/2026;CONSUMOS;-40.0;40.0;hoja(s);0.007228332;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;19/01/2026;CONSUMOS;-1300.0;1300.0;hoja(s);0.215084025;C12-25H;LOCAL
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;28/01/2026;CONSUMOS;-180.0;180.0;hoja(s);0.029780865;C12-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;7/01/2026;CONSUMOS;-166.0;166.0;hoja(s);0.030516195;C14-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;7/01/2026;CONSUMOS;-70.0;70.0;hoja(s);0.012868275;C14-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;16/01/2026;CONSUMOS;-200.0;200.0;hoja(s);0.0367665;C14-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;19/01/2026;CONSUMOS;-135.0;135.0;hoja(s);0.024817388;C14-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;24/01/2026;CONSUMOS;-700.0;700.0;hoja(s);0.12868275;C14-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;24/01/2026;CONSUMOS;-2100.0;2100.0;hoja(s);0.38604825;C14-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;24/01/2026;CONSUMOS;-700.0;700.0;hoja(s);0.12868275;C14-25H;LOCAL
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;26/01/2026;CONSUMOS;-14.0;14.0;hoja(s);0.002573655;C14-25H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;27/01/2026;CONSUMOS;-5000.0;5000.0;hoja(s);1.161288;C14-30H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;27/01/2026;CONSUMOS;5000.0;5000.0;hoja(s);-1.161288;C14-30H;LOCAL
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;28/01/2026;CONSUMOS;-822.0;822.0;hoja(s);0.190915747;C14-30H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;7/01/2026;CONSUMOS;-400.0;400.0;hoja(s);0.0857885;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;19/01/2026;CONSUMOS;-26.0;26.0;hoja(s);0.005576253;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;24/01/2026;CONSUMOS;-400.0;400.0;hoja(s);0.0857885;C16-25H;LOCAL
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;24/01/2026;CONSUMOS;-400.0;400.0;hoja(s);0.0857885;C16-25H;LOCAL
CARTULINA;100300158;Cartulina FBB Zenith LOCAL -- C-12 215 gramos 25 x 36;29/01/2026;CONSUMOS;-145.0;145.0;hoja(s);0.018093658;C12-25;LOCAL
CARTULINA;100300158;Cartulina FBB Zenith LOCAL -- C-12 215 gramos 25 x 36;29/01/2026;CONSUMOS;-123.0;123.0;hoja(s);0.015348414;C12-25;LOCAL
CARTULINA;100300296;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 36;26/01/2026;CONSUMOS;-4740.0;4740.0;hoja(s);0.646496421;C14-25;LOCAL
CARTULINA;100300296;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 36;28/01/2026;CONSUMOS;-860.0;860.0;hoja(s);0.117296819;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;7/01/2026;CONSUMOS;-2300.0;2300.0;hoja(s);0.331204888;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;26/01/2026;CONSUMOS;-2875.0;2875.0;hoja(s);0.414006109;C14-25;LOCAL
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;28/01/2026;CONSUMOS;-910.0;910.0;hoja(s);0.131041934;C14-25;LOCAL
CARTULINA;100300558;Cartulina FBB Poplar -- C-16 255 gramos 25 x 38;8/01/2026;CONSUMOS;-1880.0;1880.0;hoja(s);0.293764335;C16-25;IMPORTACION
CARTULINA;100300558;Cartulina FBB Poplar -- C-16 255 gramos 25 x 38;8/01/2026;CONSUMOS;-1195.0;1195.0;hoja(s);0.186727862;C16-25;IMPORTACION
CARTULINA;100300558;Cartulina FBB Poplar -- C-16 255 gramos 25 x 38;8/01/2026;CONSUMOS;-1195.0;1195.0;hoja(s);0.186727862;C16-25;IMPORTACION
CARTULINA;100300558;Cartulina FBB Poplar -- C-16 255 gramos 25 x 38;10/01/2026;CONSUMOS;-30.0;30.0;hoja(s);0.004687729;C16-25;IMPORTACION
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;29/01/2026;CONSUMOS;-200.0;200.0;hoja(s);0.03134106;C16-25;LOCAL
CARTULINA;100300996;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 36;24/01/2026;CONSUMOS;-1100.0;1100.0;hoja(s);0.188336555;C18-25;LOCAL
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;6/01/2026;CONSUMOS;-7620.0;7620.0;METROS;1.306449;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;6/01/2026;CONSUMOS;-2209.0;2209.0;METROS;0.37873305;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;6/01/2026;CONSUMOS;-9233.0;9233.0;METROS;1.58299785;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;6/01/2026;CONSUMOS;-1859.0;1859.0;METROS;0.31872555;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;6/01/2026;CONSUMOS;-2174.0;2174.0;METROS;0.3727323;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;6/01/2026;CONSUMOS;-4800.0;4800.0;METROS;0.82296;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;12/01/2026;CONSUMOS;-725.0;725.0;METROS;0.12430125;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;12/01/2026;CONSUMOS;-1285.0;1285.0;METROS;0.22031325;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;14/01/2026;CONSUMOS;-195.0;195.0;METROS;0.03343275;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;14/01/2026;CONSUMOS;-1046.0;1046.0;METROS;0.1793367;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;21/01/2026;CONSUMOS;-1359.0;1359.0;METROS;0.23300055;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;26/01/2026;CONSUMOS;-1560.0;1560.0;METROS;0.267462;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;26/01/2026;CONSUMOS;-2121.0;2121.0;METROS;0.36364545;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;26/01/2026;CONSUMOS;-1493.0;1493.0;METROS;0.25597485;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;26/01/2026;CONSUMOS;-941.0;941.0;METROS;0.16133445;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;26/01/2026;CONSUMOS;-885.0;885.0;METROS;0.15173325;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;28/01/2026;CONSUMOS;-2278.0;2278.0;METROS;0.3905631;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-5439.0;5439.0;METROS;0.93251655;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-1626.0;1626.0;METROS;0.2787777;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-1218.0;1218.0;METROS;0.2088261;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-1023.0;1023.0;METROS;0.17539335;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-2266.0;2266.0;METROS;0.3885057;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-3769.0;3769.0;METROS;0.64619505;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-1077.0;1077.0;METROS;0.18465165;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-3859.0;3859.0;METROS;0.66162555;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-760.0;760.0;METROS;0.130302;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-2239.0;2239.0;METROS;0.38387655;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-1260.0;1260.0;METROS;0.216027;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-1503.0;1503.0;METROS;0.25768935;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-6697.0;6697.0;METROS;1.14820065;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-2222.0;2222.0;METROS;0.3809619;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-843.0;843.0;METROS;0.14453235;C16-25;IMPORTACION
CARTULINA;100301356;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25;29/01/2026;CONSUMOS;-1737.0;1737.0;METROS;0.29780865;C16-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-16748.0;16748.0;METROS;3.1373191;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-2945.0;2945.0;METROS;0.551672125;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-2431.0;2431.0;METROS;0.455387075;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-6938.0;6938.0;METROS;1.29966085;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-2182.0;2182.0;METROS;0.40874315;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-3265.0;3265.0;METROS;0.611616125;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-2326.0;2326.0;METROS;0.43571795;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;6/01/2026;CONSUMOS;-1916.0;1916.0;METROS;0.3589147;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;7/01/2026;CONSUMOS;-3480.0;3480.0;METROS;0.651891;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;12/01/2026;CONSUMOS;-1583.0;1583.0;METROS;0.296535475;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;14/01/2026;CONSUMOS;-22511.0;22511.0;METROS;4.216873075;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;14/01/2026;CONSUMOS;-20136.0;20136.0;METROS;3.7719762;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;14/01/2026;CONSUMOS;-7416.0;7416.0;METROS;1.3892022;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;16/01/2026;CONSUMOS;-6131.0;6131.0;METROS;1.148489575;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;16/01/2026;CONSUMOS;-17442.0;17442.0;METROS;3.26732265;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;16/01/2026;CONSUMOS;-165.0;165.0;METROS;0.030908625;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;20/01/2026;CONSUMOS;-1086.0;1086.0;METROS;0.20343495;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;20/01/2026;CONSUMOS;-2514.0;2514.0;METROS;0.47093505;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;20/01/2026;CONSUMOS;-1021.0;1021.0;METROS;0.191258825;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;20/01/2026;CONSUMOS;-4210.0;4210.0;METROS;0.78863825;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;26/01/2026;CONSUMOS;-3796.0;3796.0;METROS;0.7110857;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;26/01/2026;CONSUMOS;-11722.0;11722.0;METROS;2.19582365;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;26/01/2026;CONSUMOS;-1766.0;1766.0;METROS;0.33081595;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;28/01/2026;CONSUMOS;-720.0;720.0;METROS;0.134874;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;28/01/2026;CONSUMOS;-1564.0;1564.0;METROS;0.2929763;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;28/01/2026;CONSUMOS;-3615.0;3615.0;METROS;0.677179875;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;28/01/2026;CONSUMOS;-6887.0;6887.0;METROS;1.290107275;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;29/01/2026;CONSUMOS;-5114.0;5114.0;METROS;0.95798005;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;29/01/2026;CONSUMOS;-4582.0;4582.0;METROS;0.85832315;C18-25;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;29/01/2026;CONSUMOS;-1804.0;1804.0;METROS;0.3379343;C18-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;26/01/2026;CONSUMOS;-2683.0;2683.0;METROS;0.400370675;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;26/01/2026;CONSUMOS;-165.0;165.0;METROS;0.024622125;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;26/01/2026;CONSUMOS;-231.0;231.0;METROS;0.034470975;C14-25;IMPORTACION
CARTULINA;100301825;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 28.5;12/01/2026;CONSUMOS;-237.0;237.0;METROS;0.04626477;C16-29;IMPORTACION
CARTULINA;100301825;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 28.5;12/01/2026;CONSUMOS;-900.0;900.0;METROS;0.175689;C16-29;IMPORTACION
CARTULINA;100301825;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 28.5;12/01/2026;CONSUMOS;-1636.0;1636.0;METROS;0.31936356;C16-29;IMPORTACION
CARTULINA;100301834;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 29;13/01/2026;CONSUMOS;-1948.0;1948.0;METROS;0.38710656;C16-29;IMPORTACION
CARTULINA;100301834;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 29;26/01/2026;CONSUMOS;-1791.0;1791.0;METROS;0.35590752;C16-29;IMPORTACION
CARTULINA;100301834;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 29;26/01/2026;CONSUMOS;-330.0;330.0;METROS;0.0655776;C16-29;IMPORTACION
CARTULINA;100301834;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 29;28/01/2026;CONSUMOS;-4501.0;4501.0;METROS;0.89443872;C16-29;IMPORTACION
CARTULINA;100301834;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 29;28/01/2026;CONSUMOS;-9662.0;9662.0;METROS;1.92003264;C16-29;IMPORTACION
CARTULINA;100301835;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 29;14/01/2026;CONSUMOS;-4596.0;4596.0;METROS;0.99788352;C18-29;IMPORTACION
CARTULINA;100301835;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 29;14/01/2026;CONSUMOS;-4420.0;4420.0;METROS;0.9596704;C18-29;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;6/01/2026;CONSUMOS;-15659.0;15659.0;METROS;3.231626125;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;6/01/2026;CONSUMOS;-2150.0;2150.0;METROS;0.44370625;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;7/01/2026;CONSUMOS;-9306.0;9306.0;METROS;1.92052575;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;7/01/2026;CONSUMOS;-325.0;325.0;METROS;0.067071875;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;16/01/2026;CONSUMOS;-8934.0;8934.0;METROS;1.84375425;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;21/01/2026;CONSUMOS;-2329.0;2329.0;METROS;0.480647375;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;27/01/2026;CONSUMOS;-1010.0;1010.0;METROS;0.20843875;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;27/01/2026;CONSUMOS;-565.0;565.0;METROS;0.116601875;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;27/01/2026;CONSUMOS;-612.0;612.0;METROS;0.1263015;C20-25;IMPORTACION
