#;Número de artículo;Descripción;Fecha de contabilización;Documento;Cantidad;Cantidad.1;Unidad de meINGRESOSda;Tonelada;Clasificación;Procedencia
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;28/01/2026;CONSUMOS;-406.0;406.0;METROS;0.08378825;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;28/01/2026;CONSUMOS;-770.0;770.0;METROS;0.15890875;C20-25;IMPORTACION
CARTULINA;100301850;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 24.6;27/01/2026;CONSUMOS;-515.0;515.0;METROS;0.094953125;C18-25;IMPORTACION
CARTULINA;100301851;Rollo Cartulina ALASKA BRIGHT --  C - 16 270 g ancho 28.5;28/01/2026;CONSUMOS;-5076.0;5076.0;METROS;0.99225648;C16-29;IMPORTACION
CARTULINA;100301856;Rollo Cartulina OBAFREE --  C - 18 265 g ancho 23;21/01/2026;CONSUMOS;-22158.0;22158.0;METROS;3.42917208;C18-23;IMPORTACION
CARTULINA;100301900;Rollo Cartulina SBS CANDESCE -- C-24 407 g ancho 25 (29-89);16/01/2026;CONSUMOS;-1191.0;1191.0;METROS;0.307807995;GILDAN;IMPORTACION
CARTULINA;100301900;Rollo Cartulina SBS CANDESCE -- C-24 407 g ancho 25 (29-89);27/01/2026;CONSUMOS;-1534.0;1534.0;METROS;0.39645463;GILDAN;IMPORTACION
CARTULINA;100301907;Rollo Cartulina ASIA SYMBOL C-12 215 g ancho 29 (29-89);27/01/2026;CONSUMOS;-542.0;542.0;METROS;0.08576608;C12-29;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/01/2026;CONSUMOS;-800.0;800.0;METROS;0.10922;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/01/2026;CONSUMOS;-575.0;575.0;METROS;0.078501875;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/01/2026;CONSUMOS;-2556.0;2556.0;METROS;0.3489579;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/01/2026;CONSUMOS;-6994.0;6994.0;METROS;0.95485585;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/01/2026;CONSUMOS;-7820.0;7820.0;METROS;1.0676255;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/01/2026;CONSUMOS;-6435.0;6435.0;METROS;0.878538375;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/01/2026;CONSUMOS;-1337.0;1337.0;METROS;0.182533925;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);21/01/2026;CONSUMOS;-3389.0;3389.0;METROS;0.462683225;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);21/01/2026;CONSUMOS;-394.0;394.0;METROS;0.05379085;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);29/01/2026;CONSUMOS;-480.0;480.0;METROS;0.065532;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);29/01/2026;CONSUMOS;-965.0;965.0;METROS;0.131746625;C13.6-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/01/2026;CONSUMOS;-2903.0;2903.0;METROS;0.470068275;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/01/2026;CONSUMOS;-4623.0;4623.0;METROS;0.748579275;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/01/2026;CONSUMOS;-2009.0;2009.0;METROS;0.325307325;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/01/2026;CONSUMOS;-11359.0;11359.0;METROS;1.839306075;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/01/2026;CONSUMOS;-5796.0;5796.0;METROS;0.9385173;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/01/2026;CONSUMOS;-1820.0;1820.0;METROS;0.2947035;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/01/2026;CONSUMOS;-2681.0;2681.0;METROS;0.434120925;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);12/01/2026;CONSUMOS;-923.0;923.0;METROS;0.149456775;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);12/01/2026;CONSUMOS;-1845.0;1845.0;METROS;0.298751625;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);14/01/2026;CONSUMOS;-945.0;945.0;METROS;0.153019125;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);14/01/2026;CONSUMOS;-185.0;185.0;METROS;0.029956125;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);14/01/2026;CONSUMOS;-433.0;433.0;METROS;0.070113525;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);20/01/2026;CONSUMOS;-5539.0;5539.0;METROS;0.896902575;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);20/01/2026;CONSUMOS;-1769.0;1769.0;METROS;0.286445325;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);28/01/2026;CONSUMOS;-410.0;410.0;METROS;0.06638925;C16.3-25;IMPORTACION
CARTULINA;100301924;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 25;12/01/2026;CONSUMOS;-912.0;912.0;METROS;0.1679448;C18-25-COSC;IMPORTACION
CARTULINA;100301924;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 25;13/01/2026;CONSUMOS;-1894.0;1894.0;METROS;0.3487801;C18-25-COSC;IMPORTACION
CARTULINA;100301924;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 25;16/01/2026;CONSUMOS;-2294.0;2294.0;METROS;0.4224401;C18-25-COSC;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);12/01/2026;CONSUMOS;-2514.0;2514.0;METROS;0.4948809;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);16/01/2026;CONSUMOS;-1498.0;1498.0;METROS;0.2948813;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);20/01/2026;CONSUMOS;-2198.0;2198.0;METROS;0.4326763;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);20/01/2026;CONSUMOS;-8606.0;8606.0;METROS;1.6940911;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);20/01/2026;CONSUMOS;-4590.0;4590.0;METROS;0.9035415;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);23/01/2026;CONSUMOS;-27984.0;27984.0;METROS;5.5086504;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);23/01/2026;CONSUMOS;-21818.0;21818.0;METROS;4.2948733;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);27/01/2026;CONSUMOS;-5393.0;5393.0;METROS;1.06161205;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);27/01/2026;CONSUMOS;-2387.0;2387.0;METROS;0.46988095;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);27/01/2026;CONSUMOS;-5666.0;5666.0;METROS;1.1153521;C19-25;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);29/01/2026;CONSUMOS;-5375.0;5375.0;METROS;1.05806875;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;23/01/2026;CONSUMOS;-600.0;600.0;METROS;0.116205;C19-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;7/01/2026;CONSUMOS;-2678.0;2678.0;METROS;0.39962455;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;7/01/2026;CONSUMOS;-2989.0;2989.0;METROS;0.446033525;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;7/01/2026;CONSUMOS;-7655.0;7655.0;METROS;1.142317375;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;7/01/2026;CONSUMOS;-30477.0;30477.0;METROS;4.547930325;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;8/01/2026;CONSUMOS;-1409.0;1409.0;METROS;0.210258025;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;8/01/2026;CONSUMOS;-1624.0;1624.0;METROS;0.2423414;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;8/01/2026;CONSUMOS;-1300.0;1300.0;METROS;0.1939925;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;8/01/2026;CONSUMOS;-488.0;488.0;METROS;0.0728218;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;8/01/2026;CONSUMOS;-4140.0;4140.0;METROS;0.6177915;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;21/01/2026;CONSUMOS;-1750.0;1750.0;METROS;0.26114375;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;26/01/2026;CONSUMOS;-2553.0;2553.0;METROS;0.380971425;C14-25;IMPORTACION
CARTULINA;100301936;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25 (29-89) REGIONAL;26/01/2026;CONSUMOS;-10540.0;10540.0;METROS;1.5728315;C14-25;IMPORTACION
CARTULINA;100304510;Cartulina FBB DUPLEX MIRABELL -- C-17 320 gramos  22 x 38.5;16/01/2026;CONSUMOS;-51845.0;51845.0;PLIEGOS;9.065832707;COLGATE-150;IMPORTACION
CARTULINA;100304526;Cartulina SPARK C-18 270 gr 25 X 36;29/01/2026;CONSUMOS;-300.0;300.0;PLIEGOS;0.04701159;Spark;LOCAL
CARTULINA;100304532;Rollo Cartulina APP C - 19 305 g ancho 25;27/01/2026;CONSUMOS;-2265.0;2265.0;METROS;0.438673875;C19-25;IMPORTACION
CARTULINA;100304533;Rollo Cartulina APP C - 19 305 g ancho 29;23/01/2026;CONSUMOS;-1119.0;1119.0;METROS;0.25119312;C19-29;IMPORTACION
CARTULINA;100304546;Rollo Cartulina DUPLEX MIRABELL --  C - 17 320 g ancho 21.5;16/01/2026;CONSUMOS;-10237.0;10237.0;METROS;1.788936224;COLGATE-125;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;8/01/2026;CONSUMOS;-58133.0;58133.0;METROS;10.64465224;BCONSUMOSBO;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;8/01/2026;CONSUMOS;-12.0;12.0;METROS;0.002197303;BCONSUMOSBO;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;27/01/2026;CONSUMOS;-48937.0;48937.0;METROS;8.960785558;BCONSUMOSBO;IMPORTACION
CARTULINA;100304558;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 23.5;14/01/2026;CONSUMOS;-43158.0;43158.0;METROS;5.7874878;POLICOTE;IMPORTACION
CARTULINA;100304558;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 23.5;14/01/2026;CONSUMOS;-45941.0;45941.0;METROS;6.1606881;POLICOTE;IMPORTACION
CARTULINA;100304559;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 36;14/01/2026;CONSUMOS;-7125.0;7125.0;METROS;1.46525625;POLICOTE;IMPORTACION
CARTULINA;100304559;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 36;14/01/2026;CONSUMOS;-23616.0;23616.0;METROS;4.8566304;POLICOTE;IMPORTACION
CARTULINA;100304560;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 36.5;13/01/2026;CONSUMOS;-93709.0;93709.0;METROS;19.54535468;POLICOTE;IMPORTACION
CARTULINA;100304560;Rollo Cartulina FBB MIXTO KING PAPER--  C - 13.6 225 g ancho 36.5;14/01/2026;CONSUMOS;-4780.0;4780.0;METROS;0.9969885;POLICOTE;IMPORTACION
CARTULINA;100304563;Rollo Cartulina Nine Dragons C - 12 205 g ancho 25 (29-89);27/01/2026;CONSUMOS;-157771.0;157771.0;METROS;20.53783993;C12-25;IMPORTACION
CARTULINA;100304563;Rollo Cartulina Nine Dragons C - 12 205 g ancho 25 (29-89);27/01/2026;CONSUMOS;-810.0;810.0;METROS;0.10544175;C12-25;IMPORTACION
CARTULINA;100304563;Rollo Cartulina Nine Dragons C - 12 205 g ancho 25 (29-89);29/01/2026;CONSUMOS;-555.0;555.0;METROS;0.072247125;C12-25;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;6/01/2026;CONSUMOS;-16490.0;16490.0;METROS;2.17791675;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;6/01/2026;CONSUMOS;-7343.0;7343.0;METROS;0.969826725;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;6/01/2026;CONSUMOS;-9095.0;9095.0;METROS;1.201222125;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;6/01/2026;CONSUMOS;-32585.0;32585.0;METROS;4.303663875;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;16/01/2026;CONSUMOS;-7930.0;7930.0;METROS;1.04735475;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;16/01/2026;CONSUMOS;-15952.0;15952.0;METROS;2.1068604;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;20/01/2026;CONSUMOS;-4976.0;4976.0;METROS;0.6572052;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/01/2026;CONSUMOS;-8187.0;8187.0;METROS;1.081298025;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/01/2026;CONSUMOS;-8282.0;8282.0;METROS;1.09384515;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;27/01/2026;CONSUMOS;-5617.0;5617.0;METROS;0.741865275;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;27/01/2026;CONSUMOS;-10609.0;10609.0;METROS;1.401183675;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;27/01/2026;CONSUMOS;-7985.0;7985.0;METROS;1.054618875;OLMECA;IMPORTACION
CARTULINA;100304619;Rollo Cartulina BRIGHT   --  C-16 245 g ancho 23;19/01/2026;CONSUMOS;75872.0;75872.0;METROS;-10.85948349;BAYER-23;IMPORTACION
CARTULINA;100304619;Rollo Cartulina BRIGHT   --  C-16 245 g ancho 23;19/01/2026;CONSUMOS;30189.0;30189.0;METROS;-4.320921381;BAYER-23;IMPORTACION
CARTULINA;100304619;Rollo Cartulina BRIGHT   --  C-16 245 g ancho 23;26/01/2026;CONSUMOS;-32699.0;32699.0;METROS;4.680175171;BAYER-23;IMPORTACION
CARTULINA;100304625;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 28.5;16/01/2026;CONSUMOS;-895.0;895.0;METROS;0.152254268;C14-29;IMPORTACION
CARTULINA;100304627;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 29;12/01/2026;CONSUMOS;-1091.0;1091.0;METROS;0.261179945;C20-29;IMPORTACION
CARTULINA;100304627;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 29;12/01/2026;CONSUMOS;-822.0;822.0;METROS;0.19678269;C20-29;IMPORTACION
CARTULINA;100304627;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 29;12/01/2026;CONSUMOS;-4289.0;4289.0;METROS;1.026765155;C20-29;IMPORTACION
CARTULINA;100304639;Rollo Cartulina BRIGHT --  C - 16 245 g ancho 25;19/01/2026;CONSUMOS;3364.0;3364.0;METROS;-0.5233543;BAYER-25;IMPORTACION
CARTULINA;100304639;Rollo Cartulina BRIGHT --  C - 16 245 g ancho 25;19/01/2026;CONSUMOS;46218.0;46218.0;METROS;-7.19036535;BAYER-25;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;6/01/2026;CONSUMOS;-17636.0;17636.0;METROS;2.627252556;FOSFORERA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;16/01/2026;CONSUMOS;-1555.0;1555.0;METROS;0.231649905;FOSFORERA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;21/01/2026;CONSUMOS;-117889.0;117889.0;METROS;17.56204222;FOSFORERA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;21/01/2026;CONSUMOS;-44915.0;44915.0;METROS;6.691032465;FOSFORERA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;21/01/2026;CONSUMOS;-9516.0;9516.0;METROS;1.417608036;FOSFORERA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;21/01/2026;CONSUMOS;-28408.0;28408.0;METROS;4.231968168;FOSFORERA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;23/01/2026;CONSUMOS;-871.0;871.0;METROS;0.129753741;FOSFORERA;IMPORTACION
CARTULINA;100304640;Rollo Cartulina OBAFREE --  C-15 230 g ancho 25.5;23/01/2026;CONSUMOS;-871.0;871.0;METROS;0.129753741;FOSFORERA;IMPORTACION
CARTULINA 29-89;100305967;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 29;7/01/2026;CONSUMOS;-8619.0;8619.0;METROS;1.841139066;C18-29-COSC;IMPORTACION
CARTULINA;100305981;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  28 x 34;8/01/2026;CONSUMOS;-117990.0;117990.0;PLIEGOS;21.74056555;COLGATE-75;IMPORTACION
CARTULINA;100305981;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  28 x 34;19/01/2026;CONSUMOS;-90675.0;90675.0;PLIEGOS;16.70756658;COLGATE-75;IMPORTACION
CARTULINA;100305982;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  20 x 32.5;10/01/2026;CONSUMOS;-78800.0;78800.0;PLIEGOS;9.91352856;COLGATE-100;IMPORTACION
CARTULINA;100305983;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25.5 x 36.5;10/01/2026;CONSUMOS;-380.0;380.0;PLIEGOS;0.068455024;COLGATE-50;IMPORTACION
CARTULINA;100305983;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25.5 x 36.5;19/01/2026;CONSUMOS;-37585.0;37585.0;PLIEGOS;6.770742346;COLGATE-50;IMPORTACION
CARTULINA;100305983;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25.5 x 36.5;28/01/2026;CONSUMOS;-775.0;775.0;PLIEGOS;0.139612221;COLGATE-50;IMPORTACION
CARTULINA;100305984;Cartulina FBB DUPLEX MIRABELL -- C-16 300 gramos  25 x 34;24/01/2026;CONSUMOS;-13150.0;13150.0;PLIEGOS;2.16338277;COLGATE-22;IMPORTACION
CARTULINA;100305989;Cartulina FBB DUPLEX MIRABELL -- C-17 320 gramos  21.5 x 35.5;16/01/2026;CONSUMOS;-42334.0;42334.0;PLIEGOS;6.670732568;COLGATE-125;IMPORTACION
CARTULINA;100305997;Cartulina SPARK -- C-16 250 gramos 25 X 36;7/01/2026;CONSUMOS;-10300.0;10300.0;hoja(s);1.4951583;Spark;LOCAL
CARTULINA;100305997;Cartulina SPARK -- C-16 250 gramos 25 X 36;16/01/2026;CONSUMOS;-6300.0;6300.0;hoja(s);0.9145143;Spark;LOCAL
CARTULINA;100305997;Cartulina SPARK -- C-16 250 gramos 25 X 36;29/01/2026;CONSUMOS;-300.0;300.0;hoja(s);0.0435483;Spark;LOCAL
CARTULINA;100305999;Rollo Cartulina Nine Dragons C - 19 305 g ancho 24;23/01/2026;CONSUMOS;-2677.0;2677.0;METROS;0.497729256;C19-24;IMPORTACION
CARTULINA;100306002;Cartulina FBB DRAGONS YA ESTÁ -- C-16.3 255 gramos  39.5 x 25;16/01/2026;CONSUMOS;-64600.0;64600.0;PLIEGOS;10.49487417;YA ESTA;IMPORTACION
CARTULINA;100306136;Cartulina Husky -- C-16 350 gramos 30 X 40;7/01/2026;CONSUMOS;-300.0;300.0;hoja(s);0.08129016;C16-30H;LOCAL
CARTULINA;100306136;Cartulina Husky -- C-16 350 gramos 30 X 40;28/01/2026;CONSUMOS;-400.0;400.0;hoja(s);0.10838688;C16-30H;LOCAL
CARTULINA;100306141;Cartulina SPARK C-20 295 gr 25 X 36;24/01/2026;CONSUMOS;-700.0;700.0;PLIEGOS;0.119902986;Spark;LOCAL
CARTULINA;100306141;Cartulina SPARK C-20 295 gr 25 X 36;24/01/2026;CONSUMOS;-800.0;800.0;PLIEGOS;0.137031984;Spark;LOCAL
CARTULINA;100306141;Cartulina SPARK C-20 295 gr 25 X 36;24/01/2026;CONSUMOS;-800.0;800.0;PLIEGOS;0.137031984;Spark;LOCAL
PAPEL;100600005;Papel Bond 75 gramos -- 22 x 34;16/01/2026;CONSUMOS;-5800.0;5800.0;PLIEGOS;0.20947599;Bond;LOCAL
PAPEL;100600007;Papel Bond 75 gramos -- 26 x 34;28/01/2026;CONSUMOS;-700.0;700.0;PLIEGOS;0.029941876;Bond;LOCAL
PAPEL;100600007;Papel Bond 75 gramos -- 26 x 34;28/01/2026;CONSUMOS;-700.0;700.0;PLIEGOS;0.029941876;Bond;LOCAL
PAPEL;100600007;Papel Bond 75 gramos -- 26 x 34;28/01/2026;CONSUMOS;-700.0;700.0;PLIEGOS;0.029941876;Bond;LOCAL
PAPEL;100600007;Papel Bond 75 gramos -- 26 x 34;28/01/2026;CONSUMOS;-1100.0;1100.0;PLIEGOS;0.047051519;Bond;LOCAL
PAPEL;100600012;Papel Bond 90 gramos -- 24 x 36;29/01/2026;CONSUMOS;-394.0;394.0;PLIEGOS;0.019737958;Bond;LOCAL
PAPEL;100600013;Papel Bond 90 gramos -- 26 x 34;7/01/2026;CONSUMOS;-166.0;166.0;PLIEGOS;0.008509525;Bond;LOCAL
PAPEL;100600013;Papel Bond 90 gramos -- 26 x 34;10/01/2026;CONSUMOS;-27.0;27.0;PLIEGOS;0.001384079;Bond;LOCAL
PAPEL;100600013;Papel Bond 90 gramos -- 26 x 34;10/01/2026;CONSUMOS;-620.0;620.0;PLIEGOS;0.031782564;Bond;LOCAL
PAPEL;100600015;Papel Bond 120 gramos -- 22 x 34;28/01/2026;CONSUMOS;-1000.0;1000.0;PLIEGOS;0.05778648;Bond;LOCAL
PAPEL;100600017;Papel Bond 120 gramos -- 26 x 34;16/01/2026;CONSUMOS;-2300.0;2300.0;PLIEGOS;0.15720408;Bond;LOCAL
PAPEL;100600018;Papel Bond 60 gramos -- 21 x 30;7/01/2026;CONSUMOS;-25600.0;25600.0;PLIEGOS;0.623840256;Bond;LOCAL
PAPEL;100600018;Papel Bond 60 gramos -- 21 x 30;24/01/2026;CONSUMOS;-49500.0;49500.0;PLIEGOS;1.20625362;Bond;LOCAL
PAPEL;100600018;Papel Bond 60 gramos -- 21 x 30;28/01/2026;CONSUMOS;-53200.0;53200.0;PLIEGOS;1.296418032;Bond;LOCAL
PAPEL;100600020;Papel Couche Brillante B-60 -- 90 gramos  25 x 36;16/01/2026;CONSUMOS;-40600.0;40600.0;PLIEGOS;2.12074506;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;16/01/2026;CONSUMOS;-3250.0;3250.0;PLIEGOS;0.169764075;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;19/01/2026;CONSUMOS;-1600.0;1600.0;PLIEGOS;0.08357616;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;19/01/2026;CONSUMOS;-2300.0;2300.0;PLIEGOS;0.12014073;Couche;LOCAL
PAPEL;100600021;Papel Couche Brillante - 1 Cara - B-60 -- 90 gramos  25 x 36;19/01/2026;CONSUMOS;-1900.0;1900.0;PLIEGOS;0.09924669;Couche;LOCAL
