#;Número de artículo;Descripción;Fecha de contabilización;Documento;Cantidad;Cantidad;Unidad de meINGRESOSda;Tonelada;Clasificación;Procedencia
CARTULINA;100300008;Cartulina Husky -- C-12 270 gramos 25 x 36;3/08/2026;INGRESOS;0;0;hoja(s);0;C12-25H;
CARTULINA;100300008;Cartulina Husky -- C-12 270 gramos 25 x 36;4/08/2026;INGRESOS;32100;32100;hoja(s);5.03024;C12-25H;
CARTULINA;100300008;Cartulina Husky -- C-12 270 gramos 25 x 36;4/08/2026;CONSUMOS;32100;32100;hoja(s);5.03024;C12-25H;
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;3/08/2026;INGRESOS;0;0;hoja(s);0;C12-25H;
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;4/08/2026;INGRESOS;400;400;hoja(s);0.066179;C12-25H;
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;4/08/2026;CONSUMOS;134;134;hoja(s);0.02217;C12-25H;
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;4/08/2026;CONSUMOS;133;133;hoja(s);0.022004;C12-25H;
CARTULINA;100300009;Cartulina Husky -- C-12 270 gramos 25 x 38;4/08/2026;CONSUMOS;133;133;hoja(s);0.022004;C12-25H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;10/08/2026;INGRESOS;0;0;hoja(s);0;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;14/08/2026;INGRESOS;1500;1500;hoja(s);0.313547;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;14/08/2026;CONSUMOS;800;800;hoja(s);0.167225;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;14/08/2026;CONSUMOS;400;400;hoja(s);0.083612;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;19/08/2026;INGRESOS;0;0;hoja(s);0;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;20/08/2026;INGRESOS;24800;24800;hoja(s);5.183989;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;13700;13700;hoja(s);2.863736;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;800;800;hoja(s);0.167225;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;6900;6900;hoja(s);1.442319;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;800;800;hoja(s);0.167225;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;1000;1000;hoja(s);0.209031;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;300;300;hoja(s);0.062709;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;300;300;hoja(s);0.062709;C12-30H;
CARTULINA;100300010;Cartulina Husky -- C-12 270 gramos 30 x 40;25/08/2026;CONSUMOS;700;700;hoja(s);0.146322;C12-30H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;6/08/2026;INGRESOS;0;0;hoja(s);0;C14-25H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;7/08/2026;INGRESOS;1400;1400;hoja(s);0.257365;C14-25H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;10/08/2026;CONSUMOS;1400;1400;hoja(s);0.257365;C14-25H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;10/08/2026;CONSUMOS;1400;1400;hoja(s);0.257365;C14-25H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;14/08/2026;CONSUMOS;1400;1400;hoja(s);0.257365;C14-25H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;19/08/2026;CONSUMOS;150;150;hoja(s);0.027574;C14-25H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;25/08/2026;INGRESOS;1000;1000;hoja(s);0.183832;C14-25H;
CARTULINA;100300011;Cartulina Husky -- C-14 300 gramos 25 x 38;26/08/2026;CONSUMOS;1000;1000;hoja(s);0.183832;C14-25H;
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;3/08/2026;INGRESOS;8500;8500;hoja(s);1.974189;C14-30H;
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;3/08/2026;INGRESOS;0;0;hoja(s);0;C14-30H;
CARTULINA;100300012;Cartulina Husky -- C-14 300 gramos 30 x 40;4/08/2026;CONSUMOS;8500;8500;hoja(s);1.974189;C14-30H;
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;4/08/2026;CONSUMOS;100;100;hoja(s);0.021447;C16-25H;
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;6/08/2026;INGRESOS;0;0;hoja(s);0;C16-25H;
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;7/08/2026;INGRESOS;6000;6000;hoja(s);1.286827;C16-25H;
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;8/08/2026;CONSUMOS;5800;5800;hoja(s);1.243933;C16-25H;
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;8/08/2026;CONSUMOS;200;200;hoja(s);0.042894;C16-25H;
CARTULINA;100300013;Cartulina Husky -- C-16 350 gramos 25 x 38;8/08/2026;CONSUMOS;400;400;hoja(s);0.085788;C16-25H;
CARTULINA;100300298;Cartulina FBB Zenith LOCAL -- C-14 235 gramos 25 x 38;28/08/2026;CONSUMOS;2095;2095;hoja(s);0.301684;C14-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;4/08/2026;CONSUMOS;1380;1380;hoja(s);0.216253;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;6/08/2026;INGRESOS;4500;4500;hoja(s);0.705173;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;6/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;7/08/2026;CONSUMOS;4500;4500;hoja(s);0.705173;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;10/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;11/08/2026;INGRESOS;3000;3000;hoja(s);0.470115;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;14/08/2026;CONSUMOS;3000;3000;hoja(s);0.470115;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;28/08/2026;INGRESOS;26200;26200;hoja(s);4.105678;C16-25;
CARTULINA;100300704;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 36;28/08/2026;CONSUMOS;26200;26200;hoja(s);4.105678;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;21200;21200;hoja(s);3.507524;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;1400;1400;hoja(s);0.231628;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;1300;1300;hoja(s);0.215084;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;20700;20700;hoja(s);3.424799;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;3/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;INGRESOS;1700;1700;hoja(s);0.281263;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;3600;3600;hoja(s);0.595617;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;3500;3500;hoja(s);0.579072;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;5500;5500;hoja(s);0.90997;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;3600;3600;hoja(s);0.595617;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;2950;2950;hoja(s);0.488075;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;1350;1350;hoja(s);0.223356;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;5500;5500;hoja(s);0.90997;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;2000;2000;hoja(s);0.330898;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;5000;5000;hoja(s);0.827246;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;3000;3000;hoja(s);0.496347;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;4/08/2026;CONSUMOS;1800;1800;hoja(s);0.297808;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;6/08/2026;INGRESOS;2800;2800;hoja(s);0.463257;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;6/08/2026;INGRESOS;0;0;hoja(s);0;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;7/08/2026;CONSUMOS;900;900;hoja(s);0.148904;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;7/08/2026;CONSUMOS;1900;1900;hoja(s);0.314353;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;7/08/2026;CONSUMOS;1700;1700;hoja(s);0.281263;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;7/08/2026;CONSUMOS;1340;1340;hoja(s);0.221701;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;7/08/2026;CONSUMOS;1360;1360;hoja(s);0.22501;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;14/08/2026;CONSUMOS;30;30;hoja(s);0.004963;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;19/08/2026;CONSUMOS;535;535;hoja(s);0.088515;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;19/08/2026;CONSUMOS;1660;1660;hoja(s);0.274645;C16-25;
CARTULINA;100300709;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 25 x 38;25/08/2026;CONSUMOS;530;530;hoja(s);0.087688;C16-25;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;3/08/2026;INGRESOS;25500;25500;hoja(s);5.330311;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;3/08/2026;INGRESOS;0;0;hoja(s);0;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;3/08/2026;INGRESOS;0;0;hoja(s);0;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;4/08/2026;INGRESOS;3000;3000;hoja(s);0.627095;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;4/08/2026;CONSUMOS;16800;16800;hoja(s);3.511734;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;4/08/2026;CONSUMOS;1400;1400;hoja(s);0.292644;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;4/08/2026;CONSUMOS;7315;7315;hoja(s);1.529067;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;7/08/2026;CONSUMOS;2985;2985;hoja(s);0.62396;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;10/08/2026;INGRESOS;0;0;hoja(s);0;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;14/08/2026;INGRESOS;500;500;hoja(s);0.104515;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;14/08/2026;CONSUMOS;500;500;hoja(s);0.104515;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;14/08/2026;INGRESOS;0;0;hoja(s);0;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;17/08/2026;INGRESOS;2100;2100;hoja(s);0.438966;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;24/08/2026;CONSUMOS;2100;2100;hoja(s);0.438966;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;24/08/2026;CONSUMOS;2100;2100;hoja(s);0.438966;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;24/08/2026;INGRESOS;0;0;hoja(s);0;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;25/08/2026;INGRESOS;4200;4200;hoja(s);0.877933;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;25/08/2026;CONSUMOS;2100;2100;hoja(s);0.438966;C16-30;
CARTULINA;100300754;Cartulina FBB Zenith LOCAL -- C-16 270 gramos 30 x 40;27/08/2026;CONSUMOS;1450;1450;hoja(s);0.303096;C16-30;
CARTULINA;100300996;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 36;7/08/2026;CONSUMOS;265;265;hoja(s);0.045371;C18-25;
CARTULINA;100300996;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 36;28/08/2026;INGRESOS;5600;5600;hoja(s);0.958804;C18-25;
CARTULINA;100301000;Cartulina FBB Zenith -- C-18 295 gramos 25 x 38;26/08/2026;CONSUMOS;6835;6835;hoja(s);1.235553;C18-25;
CARTULINA;100301000;Cartulina FBB Zenith -- C-18 295 gramos 25 x 38;26/08/2026;CONSUMOS;700;700;hoja(s);0.126538;C18-25;
CARTULINA;100301000;Cartulina FBB Zenith -- C-18 295 gramos 25 x 38;26/08/2026;CONSUMOS;2000;2000;hoja(s);0.361537;C18-25;
CARTULINA;100301000;Cartulina FBB Zenith -- C-18 295 gramos 25 x 38;26/08/2026;CONSUMOS;1210;1210;hoja(s);0.21873;C18-25;
CARTULINA;100301000;Cartulina FBB Zenith -- C-18 295 gramos 25 x 38;26/08/2026;CONSUMOS;1035;1035;hoja(s);0.187095;C18-25;
CARTULINA;100301000;Cartulina FBB Zenith -- C-18 295 gramos 25 x 38;26/08/2026;CONSUMOS;390;390;hoja(s);0.070499;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;7/08/2026;CONSUMOS;800;800;hoja(s);0.144614;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;7/08/2026;CONSUMOS;3300;3300;hoja(s);0.596536;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;7/08/2026;CONSUMOS;655;655;hoja(s);0.118403;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;7/08/2026;CONSUMOS;2375;2375;hoja(s);0.429325;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;7/08/2026;CONSUMOS;2145;2145;hoja(s);0.387748;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;7/08/2026;CONSUMOS;2145;2145;hoja(s);0.387748;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;7/08/2026;CONSUMOS;1720;1720;hoja(s);0.310922;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;14/08/2026;CONSUMOS;5055;5055;hoja(s);0.913785;C18-25;
CARTULINA;100301001;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 25 x 38;25/08/2026;CONSUMOS;4200;4200;hoja(s);0.759228;C18-25;
CARTULINA;100301046;Cartulina FBB Zenith LOCAL -- C-18 295 gramos 30 x 40;7/08/2026;CONSUMOS;310;310;hoja(s);0.070799;C18-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;14/08/2026;INGRESOS;0;0;hoja(s);0;C20-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;18/08/2026;INGRESOS;1300;1300;hoja(s);0.327096;C20-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;19/08/2026;CONSUMOS;6200;6200;hoja(s);1.559996;C20-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;25/08/2026;INGRESOS;1400;1400;hoja(s);0.352257;C20-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;26/08/2026;CONSUMOS;1400;1400;hoja(s);0.352257;C20-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;26/08/2026;CONSUMOS;1400;1400;hoja(s);0.352257;C20-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;27/08/2026;INGRESOS;22300;22300;hoja(s);5.610956;C20-30;
CARTULINA;100301262;Cartulina FBB Zenith LOCAL -- C-20 325 gramos 30 x 40;27/08/2026;CONSUMOS;22300;22300;hoja(s);5.610956;C20-30;
CARTULINA;100301343;Cartulina FBB Zenith LOCAL -- C-22 360 gramos 25 x 38;25/08/2026;INGRESOS;4500;4500;hoja(s);0.992695;C22-25;
CARTULINA;100301343;Cartulina FBB Zenith LOCAL -- C-22 360 gramos 25 x 38;26/08/2026;CONSUMOS;4500;4500;hoja(s);0.992695;C22-25;
CARTULINA;100301343;Cartulina FBB Zenith LOCAL -- C-22 360 gramos 25 x 38;26/08/2026;CONSUMOS;4500;4500;hoja(s);0.992695;C22-25;
CARTULINA;100301343;Cartulina FBB Zenith LOCAL -- C-22 360 gramos 25 x 38;27/08/2026;CONSUMOS;4300;4300;hoja(s);0.948575;C22-25;
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;11/08/2026;CONSUMOS;533;533;METROS;0.101536;C18-25;
CARTULINA;100301394;Cartulina FBB Asia Symbol -- C-16 270 gramos  25 x 38;11/08/2026;INGRESOS;0;0;PLIEGO;0;C16-25;
CARTULINA;100301394;Cartulina FBB Asia Symbol -- C-16 270 gramos  25 x 38;12/08/2026;INGRESOS;2100;2100;PLIEGO;0.347443;C16-25;
CARTULINA;100301394;Cartulina FBB Asia Symbol -- C-16 270 gramos  25 x 38;14/08/2026;CONSUMOS;2100;2100;PLIEGO;0.347443;C16-25;
CARTULINA;100301804;Rollo Cartulina High Bulk Fulam C - 16 255 g ancho 35.5;14/08/2026;CONSUMOS;1243;1243;METROS;0.285902;C16-35.5;
CARTULINA;100301804;Rollo Cartulina High Bulk Fulam C - 16 255 g ancho 35.5;14/08/2026;CONSUMOS;647;647;METROS;0.148816;C16-35.5;
CARTULINA;100301838;Cartulina FBB Asia Symbol -- C-12 230 gramos  25 x 37;19/08/2026;CONSUMOS;180;180;PLIEGO;0.024685;C12-25;
CARTULINA;100301856;Rollo Cartulina OBAFREE --  C - 18 265 g ancho 23;11/08/2026;CONSUMOS;13524;13524;METROS;2.092974;C18-23;
CARTULINA;100301856;Rollo Cartulina OBAFREE --  C - 18 265 g ancho 23;29/08/2026;CONSUMOS;6832;6832;METROS;1.05732;C18-23;
CARTULINA;100301862;Rollo Cartulina ASIA SYMBOL C-12 230 g ancho 30.5;4/08/2026;CONSUMOS;1118;1118;METROS;0.199026;C12-31;
CARTULINA;100301862;Rollo Cartulina ASIA SYMBOL C-12 230 g ancho 30.5;4/08/2026;CONSUMOS;5769;5769;METROS;1.026997;C12-31;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;4/08/2026;CONSUMOS;625;625;METROS;0.1081;C14-29;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;4/08/2026;CONSUMOS;1983;1983;METROS;0.342979;C14-29;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;4/08/2026;CONSUMOS;267;267;METROS;0.04618;C14-29;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;5/08/2026;CONSUMOS;4999;4999;METROS;0.864627;C14-29;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;5/08/2026;CONSUMOS;6561;6561;METROS;1.13479;C14-29;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;13/08/2026;CONSUMOS;163;163;METROS;0.028192;C14-29;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;21/08/2026;CONSUMOS;9046;9046;METROS;1.564596;C14-29;
CARTULINA;100301863;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 29;26/08/2026;CONSUMOS;9801;9801;METROS;1.69518;C14-29;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);4/08/2026;CONSUMOS;1356;1356;METROS;0.185127;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);4/08/2026;CONSUMOS;2077;2077;METROS;0.283562;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);4/08/2026;CONSUMOS;1514;1514;METROS;0.206698;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);4/08/2026;CONSUMOS;20032;20032;METROS;2.734868;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);5/08/2026;CONSUMOS;3158;3158;METROS;0.431145;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);6/08/2026;CONSUMOS;839;839;METROS;0.114544;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);10/08/2026;CONSUMOS;2316;2316;METROS;0.316191;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);10/08/2026;CONSUMOS;1344;1344;METROS;0.183489;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);10/08/2026;CONSUMOS;776;776;METROS;0.105943;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);10/08/2026;CONSUMOS;461;461;METROS;0.062938;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);13/08/2026;CONSUMOS;3056;3056;METROS;0.41722;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);13/08/2026;CONSUMOS;1550;1550;METROS;0.211613;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);13/08/2026;CONSUMOS;7789;7789;METROS;1.063393;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);13/08/2026;CONSUMOS;416;416;METROS;0.056794;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);13/08/2026;CONSUMOS;713;713;METROS;0.097342;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);13/08/2026;CONSUMOS;457;457;METROS;0.062391;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/08/2026;CONSUMOS;2293;2293;METROS;0.313051;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/08/2026;CONSUMOS;9903;9903;METROS;1.352007;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);14/08/2026;CONSUMOS;2551;2551;METROS;0.348275;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);18/08/2026;CONSUMOS;4398;4398;METROS;0.600436;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);18/08/2026;CONSUMOS;1050;1050;METROS;0.143351;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);24/08/2026;CONSUMOS;3287;3287;METROS;0.448757;C13.6-25;
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);24/08/2026;CONSUMOS;9277;9277;METROS;1.266542;C13.6-25;
